stop_no,stop_name,line_con,Point,boundary
51605,Southbound Rupert St @ E 41 Ave,026,"[-123.043201, 49.232545]",Killarney
51606,Southbound Rupert St @ E 43 Ave,026,"[-123.04321599999999, 49.230767]",Killarney
51607,Southbound Rupert St @ E 45 Ave,026,"[-123.04321399999999, 49.228961]",Killarney
51608,Southbound Rupert St @ Kerr St,026,"[-123.04156299999998, 49.227481]",Killarney
51610,Southbound Kerr St @ E 49 Ave,026,"[-123.04118500000001, 49.224314]",Killarney
51611,Southbound Kerr St @ E 52 Ave,026,"[-123.041297, 49.221906]",Killarney
51612,Southbound Kerr St @ E 54 Ave,026,"[-123.04140500000001, 49.219854999999995]",Killarney
51613,Southbound Kerr St @ E 56 Ave,026,"[-123.041467, 49.218403]",Killarney
51614,Southbound Kerr St @ E 59 Ave,026,"[-123.041587, 49.216248]",Killarney
51615,Eastbound Rosemont Dr @ Kerr St,026,"[-123.04048300000001, 49.21544]",Killarney
51616,Eastbound Rosemont Dr @ 3200 Block,026,"[-123.036746, 49.215571000000004]",Killarney
51617,Southbound Butler St @ Rosemont Dr,026,"[-123.034529, 49.216165999999994]",Killarney
51618,Eastbound Maquinna Dr @ Stikine Place,026,"[-123.031682, 49.215458]",Killarney
51619,Southbound Champlain Cres @ Langford Ave,026,"[-123.02994, 49.214195000000004]",Killarney
51620,Southbound Champlain Cres @ Marquette Cres,026,"[-123.029816, 49.212376]",Killarney
51621,Northbound Matheson Cres @ Champlain Cres,026; 031,"[-123.02696499999999, 49.21096]",Killarney
51622,Northbound Matheson Cres @ Limewood Place,026; 031,"[-123.025326, 49.211971999999996]",Killarney
51623,Northbound Matheson Cres @ Raintree Court,026; 031,"[-123.025462, 49.21425]",Killarney
51624,Northbound Matheson Cres @ Rumble Ave,026; 031,"[-123.025453, 49.215154]",Killarney
51625,Northbound Matheson Cres @ Borham Cres,026; 031,"[-123.02501200000002, 49.21648]",Killarney
51626,Eastbound Arbor Ave @ Matheson Cres,026; 031,"[-123.024627, 49.217418]",Killarney
51627,Northbound Boundary Rd @ Arbor Ave,026; 031,"[-123.02353899999999, 49.217909000000006]",Killarney
51628,Northbound Boundary Rd @ Hurst Ave,026; 031,"[-123.023547, 49.220212]",Killarney
51629,Westbound E 49 Ave @ Boundary Rd,026; 049,"[-123.024529, 49.222065]",Killarney
51630,Westbound E 49 Ave @ Arlington St,049,"[-123.02830700000001, 49.223442]",Killarney
51631,Northbound Tyne St @ E 49 Ave,026,"[-123.032151, 49.225083000000005]",Killarney
51632,Northbound Tyne St @ E 47 Ave,026,"[-123.032071, 49.226688]",Killarney
51633,Northbound Tyne St @ E 45 Ave,026,"[-123.03196100000001, 49.228978000000005]",Killarney
51634,Northbound Joyce St @ E 45 Ave,026,"[-123.037333, 49.229581]",Killarney
51635,Northbound Joyce St @ Marmion Ave,026,"[-123.03733999999999, 49.231836]",Killarney
51636,Northbound Joyce St @ Kingsway,R4,"[-123.03551999999999, 49.234390999999995]",Renfrew-Collingwood
51638,Northbound Joyce St @ Euclid Ave,026; 027; 041,"[-123.033326, 49.236629]",Renfrew-Collingwood
51640,Southbound Joyce St @ Euclid Ave,026; 027; 041,"[-123.03390700000001, 49.236266]",Renfrew-Collingwood
51641,Southbound Joyce St @ Cherry St,026; 027; 041,"[-123.034898, 49.235265000000005]",Renfrew-Collingwood
51642,Southbound Joyce St @ E 41 Ave,026,"[-123.037497, 49.232718]",Killarney
51644,Eastbound E 45 Ave @ Doman St,026,"[-123.036047, 49.229217999999996]",Killarney
51645,Southbound Tyne St @ E 46 Ave,026,"[-123.032177, 49.228173999999996]",Killarney
51646,Southbound Tyne St @ E 47 Ave,026,"[-123.032301, 49.226166]",Killarney
51647,Eastbound E 49 Ave @ Tyne St,049; 430,"[-123.03148999999999, 49.22453]",Killarney
51648,Eastbound E 49 Ave @ Arlington St,026; 049,"[-123.02792600000001, 49.223027]",Killarney
51649,Southbound Frontenac St @ Hennepin Ave,026,"[-123.02650600000001, 49.221872]",Killarney
51650,Southbound Frontenac St @ Hurst Ave,026,"[-123.02659399999999, 49.220252]",Killarney
51651,Eastbound Hurst Ave @ Boundary Rd,026,"[-123.024161, 49.22009]",Killarney
51652,Westbound Arbor Ave @ Boundary Rd,026; 031,"[-123.024331, 49.217523]",Killarney
51653,Southbound Matheson Cres @ Borham Cres,026; 031,"[-123.025247, 49.216164]",Killarney
51654,Southbound Matheson Cres @ Chickadee Place,026; 031,"[-123.02516100000001, 49.212728000000006]",Killarney
51655,Southbound Matheson Cres @ Raintree Court,026; 031,"[-123.02564199999999, 49.214374]",Killarney
51656,Westbound Champlain Cres @ Matheson Cres,026,"[-123.027827, 49.210765]",Killarney
51658,Northbound Champlain Cres @ Langford Ave,026,"[-123.02974099999999, 49.214103]",Killarney
51659,Westbound Maquinna Dr @ Stikine Place,026,"[-123.031944, 49.215603]",Killarney
51660,Westbound Rosemont Dr @ Butler St,026,"[-123.03546599999999, 49.216141]",Killarney
51661,Westbound Rosemont Dr @ 3200 Block,026,"[-123.037361, 49.215610999999996]",Killarney
51662,Westbound Rosemont Dr @ Kerr St,026,"[-123.04111100000001, 49.215575]",Killarney
51663,Northbound Kerr St @ E 58 Ave,026,"[-123.04131100000001, 49.217555]",Killarney
51665,Northbound Kerr St @ E 51 Ave,026,"[-123.041021, 49.223331]",Killarney
51666,Northbound Kerr St @ E 49 Ave,026,"[-123.040907, 49.22509]",Killarney
51667,Northbound Rupert St @ Kerr St,026,"[-123.041348, 49.227532000000004]",Killarney
51668,Northbound Rupert St @ E 45 Ave,026,"[-123.04300900000001, 49.229625]",Killarney
51669,Northbound Rupert St @ E 43 Ave,026,"[-123.042993, 49.231367]",Killarney
51670,Northbound Rupert St @ E 41 Ave,026,"[-123.042996, 49.233276000000004]",Renfrew-Collingwood
51671,Joyce Station @ Bay 2,028,"[-123.032702, 49.238709]",Renfrew-Collingwood
51672,Westbound Wellington Ave @ Joyce St,027,"[-123.030526, 49.240302]",Renfrew-Collingwood
51673,Westbound Wellington Ave @ McHardy St,027,"[-123.03318600000001, 49.241397]",Renfrew-Collingwood
51674,Northbound Rupert St @ Wellington Ave,027,"[-123.03563500000001, 49.242748]",Renfrew-Collingwood
51675,Northbound Rupert St @ E 29 Ave,027,"[-123.03375600000001, 49.244846]",Renfrew-Collingwood
51676,Northbound Rupert St @ E 27 Ave,027,"[-123.033689, 49.246536]",Renfrew-Collingwood
51677,Northbound Rupert St @ E 25 Ave,027,"[-123.033674, 49.248137]",Renfrew-Collingwood
51678,Northbound Rupert St @ E 22 Ave,027,"[-123.033666, 49.250951]",Renfrew-Collingwood
51679,Northbound Rupert St @ Seaforth Dr,027,"[-123.03366299999999, 49.253434999999996]",Renfrew-Collingwood
51680,Northbound Rupert St @ E 17 Ave,027,"[-123.033652, 49.255039000000004]",Renfrew-Collingwood
51681,Northbound Rupert St @ Worthington Dr,027,"[-123.033644, 49.256809999999994]",Renfrew-Collingwood
51682,Northbound Rupert St @ Grandview Hwy,027,"[-123.033603, 49.258528999999996]",Renfrew-Collingwood
51683,Northbound Rupert St @ E Broadway,027,"[-123.03358700000001, 49.262245]",Hastings-Sunrise
51684,Northbound Rupert St @ E 7th Ave,027,"[-123.03360900000001, 49.264088]",Hastings-Sunrise
51685,Northbound Rupert St @ E 5th Ave,027,"[-123.03360500000001, 49.265981]",Hastings-Sunrise
51686,Northbound Rupert St @ E 3rd Ave,027,"[-123.033576, 49.267804999999996]",Hastings-Sunrise
51687,Northbound Rupert St @ Graveley St,027,"[-123.033606, 49.270821999999995]",Hastings-Sunrise
51688,Northbound Rupert St @ Kitchener St,027,"[-123.03359099999999, 49.272546999999996]",Hastings-Sunrise
51689,Northbound Rupert St @ William St,027,"[-123.03353999999999, 49.274384000000005]",Hastings-Sunrise
51690,Northbound Rupert St @ Parker St,027,"[-123.03352, 49.27613]",Hastings-Sunrise
51691,Eastbound Adanac St @ Rupert St,027,"[-123.03308, 49.277386]",Hastings-Sunrise
51692,Eastbound Adanac St @ Skeena St,027,"[-123.029097, 49.277384000000005]",Hastings-Sunrise
51693,Eastbound Adanac St @ Kootenay St,027,"[-123.02486699999999, 49.277369]",Hastings-Sunrise
51695,Kootenay Loop @ Bay 3,027,"[-123.02625400000001, 49.281408]",Hastings-Sunrise
51696,Southbound Boundary Rd @ E Pender St,027; 028,"[-123.02376799999999, 49.279903999999995]",Hastings-Sunrise
51697,Southbound Boundary Rd @ E Georgia St,027; 028,"[-123.02377299999999, 49.277916]",Hastings-Sunrise
51698,Westbound Adanac St @ Skeena St,027,"[-123.02878700000001, 49.277491999999995]",Hastings-Sunrise
51699,Southbound Rupert St @ Adanac St,027,"[-123.03368600000002, 49.277105]",Hastings-Sunrise
51700,Southbound Rupert St @ Parker St,027,"[-123.033703, 49.275459000000005]",Hastings-Sunrise
51701,Southbound Rupert St @ Charles St,027,"[-123.033718, 49.272956]",Hastings-Sunrise
51702,Southbound Rupert St @ Grant St,027,"[-123.03373700000002, 49.27109]",Hastings-Sunrise
51703,Southbound Rupert St @ E 1st Ave,027,"[-123.033883, 49.269052]",Hastings-Sunrise
51704,Southbound Rupert St @ E 3rd Ave,027,"[-123.03387099999999, 49.267232]",Hastings-Sunrise
51705,Southbound Rupert St @ E 5th Ave,027,"[-123.03388000000001, 49.265956]",Hastings-Sunrise
51706,Southbound Rupert St @ E 7th Ave,027,"[-123.03389399999999, 49.263542]",Hastings-Sunrise
51707,Southbound Rupert St @ E Broadway,027,"[-123.03393, 49.262184999999995]",Hastings-Sunrise
51710,Southbound Rupert St @ Grandview Hwy,027,"[-123.033953, 49.257754999999996]",Renfrew-Collingwood
51711,Southbound Rupert St @ E 16 Ave,027,"[-123.03393, 49.255276]",Renfrew-Collingwood
51712,Southbound Rupert St @ E 18 Ave,027,"[-123.03394499999999, 49.253698]",Renfrew-Collingwood
51713,Southbound Rupert St @ E 20 Ave,027,"[-123.03393600000001, 49.252010999999996]",Renfrew-Collingwood
51714,Southbound Rupert St @ E 22 Ave,027,"[-123.033942, 49.25033]",Renfrew-Collingwood
51715,Southbound Rupert St @ E 24 Ave,027,"[-123.033956, 49.248502]",Renfrew-Collingwood
51716,Southbound Rupert St @ E 26 Ave,027,"[-123.03396200000002, 49.246798]",Renfrew-Collingwood
51717,Southbound Rupert St @ E 28 Ave,027,"[-123.03398100000001, 49.245072]",Renfrew-Collingwood
51718,Southbound Rupert St @ Price St,027,"[-123.034741, 49.243916999999996]",Renfrew-Collingwood
51719,Eastbound Wellington Ave @ Rupert St,027,"[-123.03560300000001, 49.242237]",Renfrew-Collingwood
51720,Eastbound Wellington Ave @ McHardy St,027,"[-123.032729, 49.241059]",Renfrew-Collingwood
51721,Southbound Joyce St @ Wellington Ave,027,"[-123.030473, 49.2398]",Renfrew-Collingwood
51722,Joyce Station @ Bay 1 Unload Only,026; 027; 028; 041; R4,"[-123.032425, 49.238592]",Renfrew-Collingwood
51723,Eastbound Vanness Ave @ Melbourne St,028,"[-123.02785300000001, 49.236321000000004]",Renfrew-Collingwood
51746,Northbound Cassiar Connector @ 100 Block,028; 130,"[-123.031278, 49.283253]",Hastings-Sunrise
51762,Southbound Boundary Rd @ Douglas Rd,028,"[-123.02375, 49.276540000000004]",Hastings-Sunrise
51763,Southbound Boundary Rd @ Napier St,028,"[-123.023771, 49.274644]",Hastings-Sunrise
51764,Southbound Boundary Rd @ Kitchener St,028,"[-123.02379499999999, 49.271739000000004]",Hastings-Sunrise
51765,Southbound Boundary Rd @ E 1st Ave,028,"[-123.023801, 49.26913]",Hastings-Sunrise
51768,Southbound Boundary Rd @ Henning Dr,028,"[-123.02384199999999, 49.263321999999995]",Renfrew-Collingwood
51769,Southbound Boundary Rd @ Regent St,028,"[-123.02386899999999, 49.259136]",Renfrew-Collingwood
51771,Southbound Boundary Rd @ Grandview Hwy,028,"[-123.02387900000001, 49.257666]",Renfrew-Collingwood
51784,Southbound Boundary Rd @ Burke St,028,"[-123.023676, 49.236626]",Renfrew-Collingwood
51785,Westbound Vanness Ave @ Boundary Rd,028,"[-123.024194, 49.234733]",Renfrew-Collingwood
51786,Westbound Vanness Ave @ Melbourne St,028,"[-123.028401, 49.236726000000004]",Renfrew-Collingwood
51787,Joyce Station @ Bay 4,R4,"[-123.031047, 49.237907]",Renfrew-Collingwood
51793,Southbound Matheson Cres @ Champlain Cres,031,"[-123.02753500000001, 49.210359000000004]",Killarney
51794,Westbound SE Marine Dr @ Matheson Cres,031; 100,"[-123.03148200000001, 49.208224]",Killarney
51795,Westbound SE Marine Dr @ Fieldstone Ave,031; 100,"[-123.03581000000001, 49.208441]",Killarney
51796,Westbound SE Marine Dr @ Kerr St,100,"[-123.042926, 49.208162]",Killarney
51797,Westbound SE Marine Dr @ Jellicoe St,100,"[-123.048165, 49.207743]",Killarney
51798,Westbound SE Marine Dr @ Elliott St,100,"[-123.057208, 49.207187]",Victoria-Fraserview
51800,Westbound SE Marine Dr @ Gladstone St,100,"[-123.062381, 49.208533]",Victoria-Fraserview
51803,Northbound Nanaimo St @ Fraserview Dr,029,"[-123.059294, 49.212049]",Victoria-Fraserview
51804,Northbound Muirfield Dr @ Scarboro Ave,029,"[-123.057069, 49.213192]",Victoria-Fraserview
51805,Northbound Muirfield Dr @ Bobolink Ave,029,"[-123.05596100000001, 49.214723]",Victoria-Fraserview
51806,Northbound Muirfield Dr @ Lynbrook Dr,029,"[-123.05525700000001, 49.217273999999996]",Victoria-Fraserview
51807,Eastbound Ashburn St @ Elliott St,029,"[-123.054997, 49.218226]",Victoria-Fraserview
51808,Northbound Elliott St @ E 54 Ave,029,"[-123.0548, 49.220496999999995]",Victoria-Fraserview
51809,Northbound Elliott St @ E 52 Ave,029,"[-123.054709, 49.222238]",Victoria-Fraserview
51810,Northbound Elliott St @ E 49 Ave,029,"[-123.054616, 49.225178]",Victoria-Fraserview
51811,Northbound Elliott St @ E 46 Ave,029,"[-123.054556, 49.228739000000004]",Victoria-Fraserview
51812,Northbound Elliott St @ Waverley Ave,029,"[-123.054592, 49.227113]",Victoria-Fraserview
51813,Northbound Clarendon St @ E 43 Ave,029,"[-123.05512399999999, 49.231190999999995]",Victoria-Fraserview
51814,Northbound Clarendon St @ E 41 Ave,029,"[-123.05533500000001, 49.23319]",Renfrew-Collingwood
51815,Northbound Clarendon St @ E 39 Ave,029,"[-123.055396, 49.235129]",Renfrew-Collingwood
51816,Northbound Clarendon St @ E 37 Ave,029,"[-123.055365, 49.237621000000004]",Renfrew-Collingwood
51818,29th Avenue Station @ Bay 1,026; 029; 033,"[-123.045608, 49.244269]",Renfrew-Collingwood
51819,Southbound Clarendon St @ E 41 Ave,029,"[-123.05543700000001, 49.232504]",Victoria-Fraserview
51821,Southbound Elliott St @ E 45 Ave,029,"[-123.054924, 49.229145]",Victoria-Fraserview
51822,Southbound Elliott St @ E 47 Ave,029,"[-123.054776, 49.227337]",Victoria-Fraserview
51824,Southbound Elliott St @ E 49 Ave,029,"[-123.05488400000002, 49.224553]",Victoria-Fraserview
51825,Southbound Elliott St @ E 51 Ave,029,"[-123.054911, 49.222288]",Victoria-Fraserview
51827,Southbound Elliott St @ E 56 Ave,029,"[-123.055039, 49.218817]",Victoria-Fraserview
51828,Southbound Muirfield Dr @ Ashburn St,029,"[-123.055499, 49.217307]",Victoria-Fraserview
51829,Southbound Muirfield Dr @ Hoylake Ave,029,"[-123.05561599999999, 49.215481]",Victoria-Fraserview
51830,Southbound Muirfield Dr @ Bobolink Ave,029,"[-123.056564, 49.214166999999996]",Victoria-Fraserview
51831,Southbound Muirfield Dr @ Scarboro Ave,029,"[-123.05788000000001, 49.212548999999996]",Victoria-Fraserview
51832,Eastbound SE Marine Dr @ Victoria Dr,100,"[-123.065395, 49.209317999999996]",Victoria-Fraserview
51833,Eastbound SE Marine Dr @ Gladstone St,100,"[-123.06168100000001, 49.208087]",Victoria-Fraserview
51834,Eastbound SE Marine Dr @ Nanaimo St,100,"[-123.05904299999999, 49.207215000000005]",Victoria-Fraserview
51835,Eastbound SE Marine Dr @ Elliott St,100,"[-123.05614299999999, 49.207019]",Killarney
51836,Eastbound SE Marine Dr @ Jellicoe St,100,"[-123.047214, 49.207592]",Killarney
51837,Eastbound SE Marine Dr @ Kerr St,100,"[-123.044803, 49.207747999999995]",Killarney
51838,Eastbound SE Marine Dr @ Fieldstone Ave,031; 100,"[-123.035248, 49.208333]",Killarney
51839,Northbound Matheson Cres @ SE Marine Dr,031,"[-123.03073300000001, 49.208301]",Killarney
51842,Burrard Station @ Bay 4,002,"[-123.12118999999998, 49.286899]",Downtown
51843,Burrard Station @ Bay 3,022,"[-123.121757, 49.286390999999995]",Downtown
51887,Eastbound SW Marine Dr @ Kullahun Dr,049,"[-123.204972, 49.236996000000005]",Dunbar-Southlands
51888,Eastbound W 41 Ave @ Crown St,041; 049,"[-123.194154, 49.234685]",Dunbar-Southlands
51889,Eastbound W 41 Ave @ Wallace St,041; 049,"[-123.190529, 49.234701]",Dunbar-Southlands
51890,Eastbound W 41 Ave @ Highbury St,041; 049,"[-123.187956, 49.234704]",Dunbar-Southlands
51892,Westbound E 41 Ave @ Wales St,041,"[-123.05213, 49.232871]",Renfrew-Collingwood
51893,Dunbar Loop @ Bay 5,041; R4,"[-123.185966, 49.234831]",Dunbar-Southlands
51894,Westbound W 41 Ave @ Olympic St,041; 049,"[-123.190048, 49.234831]",Dunbar-Southlands
51895,Westbound W 41 Ave @ Holland St,041; 049,"[-123.19283999999999, 49.234836]",Dunbar-Southlands
51896,Southbound Crown St @ SW Marine Dr,041,"[-123.19385600000001, 49.234041999999995]",Dunbar-Southlands
51906,Eastbound NW Marine Dr @ Tolmie St,042,"[-123.211352, 49.274741999999996]",West Point Grey
51910,Eastbound NW Marine Dr @ Discovery St,042,"[-123.20342600000001, 49.271953]",West Point Grey
51912,Eastbound NW Marine Dr @ Locarno Cres,042,"[-123.200827, 49.268799]",West Point Grey
51913,Westbound W 4th Ave @ Blanca St,044; 084,"[-123.21556499999998, 49.269195]",West Point Grey
51934,Westbound NW Marine Dr @ Discovery St,042,"[-123.203022, 49.271904]",West Point Grey
51935,Northbound NW Marine Dr @ Belmont Ave,042,"[-123.205593, 49.274065]",West Point Grey
51937,Westbound NW Marine Dr @ Sasamat St,042,"[-123.209135, 49.274502000000005]",West Point Grey
51938,Westbound NW Marine Dr @ Tolmie St,042,"[-123.21205400000001, 49.275093]",West Point Grey
51941,Northbound Burrard St @ W 3rd Ave,044,"[-123.14542800000001, 49.269179]",Fairview
51942,Southbound Burrard St @ W 3rd Ave,044,"[-123.145798, 49.268549]",Kitsilano
51944,Southbound Dunbar St @ W 43 Ave,049,"[-123.18547, 49.232611]",Dunbar-Southlands
51945,Southbound Dunbar St @ SW Marine Dr,049,"[-123.185505, 49.231131]",Dunbar-Southlands
51946,Eastbound SW Marine Dr @ Blenheim St,049,"[-123.179685, 49.23008]",Dunbar-Southlands
51947,Eastbound SW Marine Dr @ Balaclava St,049,"[-123.175122, 49.228712]",Kerrisdale
51948,Westbound SW Marine Dr @ Heather St,010; 017; 100,"[-123.12394099999999, 49.207414]",Marpole
51950,Eastbound W 49 Ave @ McCleery St,049,"[-123.168448, 49.227269]",Kerrisdale
51951,Eastbound W 49 Ave @ Marine Cres,049,"[-123.16468799999998, 49.227222999999995]",Kerrisdale
51952,Eastbound W 49 Ave @ Balsam St,049,"[-123.160812, 49.227171000000006]",Kerrisdale
51953,Eastbound W 49 Ave @ Yew St,049,"[-123.15841999999999, 49.227149]",Kerrisdale
51954,Eastbound W 49 Ave @ Arbutus St,049,"[-123.15547, 49.227103]",Kerrisdale
51955,Eastbound W 49 Ave @ East Blvd,049,"[-123.153974, 49.227084999999995]",Kerrisdale
51957,Eastbound W 49 Ave @ Angus Dr,049,"[-123.147554, 49.22701]",Kerrisdale
51958,Eastbound W 49 Ave @ Marguerite St,049,"[-123.14454599999999, 49.226971999999996]",Kerrisdale
51959,Eastbound W 49 Ave @ Churchill St,049,"[-123.141217, 49.22692]",Kerrisdale
51960,Eastbound W 49 Ave @ Granville St,049,"[-123.139329, 49.226886]",Oakridge
51961,Eastbound W 49 Ave @ Hudson St,049,"[-123.134675, 49.226708]",Oakridge
51962,Eastbound W 49 Ave @ Montgomery St,049,"[-123.13145800000001, 49.226597999999996]",Oakridge
51963,Eastbound W 49 Ave @ Oak St,049,"[-123.12776000000001, 49.22645]",Oakridge
51965,Eastbound W 49 Ave @ Heather St,049,"[-123.123158, 49.226275]",Oakridge
51966,Eastbound W 49 Ave @ Tisdall St,049,"[-123.120295, 49.226174]",Oakridge
51967,Langara-49th Station @ Bay 3,049,"[-123.11583999999999, 49.226003000000006]",Oakridge
51968,Eastbound W 49 Ave @ Alberta St,049,"[-123.112498, 49.225896]",Oakridge
51969,Eastbound W 49 Ave @ Manitoba St,049,"[-123.107863, 49.22573]",Oakridge
51970,Eastbound E 49 Ave @ Quebec St,049,"[-123.10333500000002, 49.225636]",Sunset
51971,Eastbound E 49 Ave @ Main St,049,"[-123.101045, 49.225592999999996]",Sunset
51972,Eastbound E 49 Ave @ Prince Edward St,049,"[-123.09704099999999, 49.225514000000004]",Sunset
51973,Eastbound E 49 Ave @ St. George St,049,"[-123.09365600000001, 49.225455]",Sunset
51975,Eastbound E 49 Ave @ Fraser St,049,"[-123.09026399999999, 49.225406]",Sunset
51976,Eastbound E 49 Ave @ Prince Albert St,049,"[-123.08761000000001, 49.225373]",Sunset
51977,Eastbound E 49 Ave @ Windsor St,049,"[-123.08476599999999, 49.225336999999996]",Sunset
51978,Eastbound E 49 Ave @ Sherbrooke St,049,"[-123.080946, 49.225278]",Sunset
51979,Eastbound E 49 Ave @ Knight St,049; 430,"[-123.076725, 49.225208]",Victoria-Fraserview
51980,Eastbound E 49 Ave @ Dumfries St,049,"[-123.074083, 49.225193]",Victoria-Fraserview
51981,Eastbound E 49 Ave @ Argyle St,049,"[-123.071276, 49.225164]",Victoria-Fraserview
51982,Eastbound E 49 Ave @ Commercial St,049,"[-123.068504, 49.22514]",Victoria-Fraserview
51983,Eastbound E 49 Ave @ Victoria Dr,049; 430,"[-123.06526299999999, 49.225106]",Victoria-Fraserview
51984,Eastbound E 49 Ave @ Gladstone St,049,"[-123.061875, 49.225035]",Victoria-Fraserview
51985,Eastbound E 49 Ave @ Nanaimo St,049,"[-123.058733, 49.224949]",Victoria-Fraserview
51987,Eastbound E 49 Ave @ Elliott St,049; 430,"[-123.05429699999999, 49.224744]",Victoria-Fraserview
51988,Eastbound E 49 Ave @ Vivian St,049,"[-123.049761, 49.224709999999995]",Killarney
51989,Eastbound E 49 Ave @ Killarney St,049,"[-123.04521399999999, 49.224672999999996]",Killarney
51990,Northbound Tyne St @ E 53 Ave,026,"[-123.03224499999999, 49.221556]",Killarney
51991,Northbound Tyne St @ E 50 Ave,026,"[-123.032195, 49.223484]",Killarney
51992,Eastbound E 49 Ave @ Frontenac St,049,"[-123.02579399999999, 49.222096]",Killarney
52006,Southbound Tyne St @ E 49 Ave,026,"[-123.032353, 49.224305]",Killarney
52007,Southbound Tyne St @ E 52 Ave,026,"[-123.032422, 49.221996999999995]",Killarney
52011,Westbound E 49 Ave @ Kerr St,049; 430,"[-123.041573, 49.224818]",Killarney
52012,Westbound E 49 Ave @ Killarney St,049,"[-123.04536499999999, 49.224808]",Killarney
52015,Westbound E 49 Ave @ Elliott St,049; 430,"[-123.05516999999999, 49.224889000000005]",Victoria-Fraserview
52016,Westbound E 49 Ave @ Nanaimo St,049,"[-123.05961, 49.225118]",Victoria-Fraserview
52017,Westbound E 49 Ave @ Gladstone St,049,"[-123.06295, 49.225187]",Victoria-Fraserview
52018,Westbound E 49 Ave @ Victoria Dr,049; 430,"[-123.06536399999999, 49.225238]",Victoria-Fraserview
52019,Westbound E 49 Ave @ Beatrice St,049,"[-123.06753799999998, 49.225263]",Victoria-Fraserview
52020,Westbound E 49 Ave @ Bruce St,049,"[-123.07040900000001, 49.225286]",Victoria-Fraserview
52021,Westbound E 49 Ave @ Fleming St,049,"[-123.07357900000001, 49.225316]",Victoria-Fraserview
52022,Westbound E 49 Ave @ Knight St,049,"[-123.07793899999999, 49.225388]",Sunset
52023,Westbound E 49 Ave @ Inverness St,049,"[-123.08056499999999, 49.225407000000004]",Sunset
52024,Westbound E 49 Ave @ Elgin St,049,"[-123.083275, 49.225453]",Sunset
52025,Westbound E 49 Ave @ St. Catherines St,049,"[-123.087115, 49.225497]",Sunset
52027,Westbound E 49 Ave @ Fraser St,049,"[-123.09128899999999, 49.225535]",Sunset
52028,Westbound E 49 Ave @ St. George St,049,"[-123.094471, 49.225592999999996]",Sunset
52029,Westbound E 49 Ave @ Prince Edward St,049,"[-123.098055, 49.22566]",Sunset
52030,Westbound E 49 Ave @ Main St,049,"[-123.102131, 49.225733]",Sunset
52032,Westbound W 49 Ave @ Manitoba St,049,"[-123.109025, 49.225913]",Oakridge
52033,Westbound W 49 Ave @ Alberta St,049,"[-123.11338700000002, 49.226074]",Oakridge
52035,Westbound W 49 Ave @ Tisdall St,049,"[-123.12143799999998, 49.226382]",Oakridge
52036,Westbound W 49 Ave @ Laurel St,049,"[-123.12558700000001, 49.226538]",Oakridge
52037,Westbound W 49 Ave @ Oak St,049,"[-123.12898799999999, 49.226658]",Oakridge
52038,Westbound W 49 Ave @ Montgomery St,049,"[-123.13243, 49.226760999999996]",Oakridge
52039,Westbound W 49 Ave @ Hudson St,049,"[-123.13553300000001, 49.22688]",Oakridge
52041,Westbound W 49 Ave @ Granville St,049,"[-123.14033500000001, 49.227032]",Kerrisdale
52042,Westbound W 49 Ave @ Adera St,049,"[-123.14409099999999, 49.227081]",Kerrisdale
52043,Westbound W 49 Ave @ Wiltshire St,049,"[-123.147056, 49.227121999999994]",Kerrisdale
52045,Westbound W 49 Ave @ West Blvd,049,"[-123.15568200000001, 49.227224]",Kerrisdale
52047,Westbound W 49 Ave @ Larch St,049,"[-123.16356299999998, 49.227329]",Kerrisdale
52048,Westbound W 49 Ave @ Macdonald St,049,"[-123.16791200000002, 49.227377000000004]",Kerrisdale
52050,Westbound SW Marine Dr @ Carnarvon St,049,"[-123.17401000000001, 49.228415999999996]",Kerrisdale
52051,Westbound SW Marine Dr @ Blenheim St,049,"[-123.179318, 49.230206]",Dunbar-Southlands
52053,Northbound Dunbar St @ SW Marine Dr,049,"[-123.185323, 49.231041]",Dunbar-Southlands
52054,Northbound Dunbar St @ W 43 Ave,049,"[-123.18528, 49.233182]",Dunbar-Southlands
52057,Heather Square @ Bay 1,050,"[-123.12010900000001, 49.266191]",Fairview
52058,Westbound Lameys Mill Rd @ Sitka Square,050,"[-123.129345, 49.266459000000005]",Fairview
52059,Westbound Lameys Mill Rd @ Alder Crossing,050,"[-123.132521, 49.266830999999996]",Fairview
52060,Westbound Lameys Mill Rd @ 1300 Block,050,"[-123.134423, 49.267336]",Fairview
52061,Westbound W 2nd Ave @ Anderson St,050,"[-123.13809199999999, 49.26952]",Fairview
52062,Southbound Fir St @ W 2nd Ave,050,"[-123.140897, 49.269373]",Fairview
52065,Eastbound W 2nd Ave @ Fir St,050,"[-123.14006499999999, 49.269638]",Fairview
52067,Eastbound Lameys Mill Rd @ Fountain Way Court,050,"[-123.13514099999999, 49.267431]",Fairview
52068,Eastbound Lameys Mill Rd @ Alder Crossing,050,"[-123.131643, 49.266544]",Fairview
52069,Eastbound Lameys Mill Rd @ Sitka Square,050,"[-123.128703, 49.26632]",Fairview
52087,Northbound Fir St @ W 4th Ave,050,"[-123.14070900000002, 49.268248]",Fairview
52092,Westbound Lougheed Hwy @ Boundary Loop,099; N9,"[-123.02541000000001, 49.265243]",Hastings-Sunrise
